index;headline_text
2985;Absurdo extornaram uma venda injustamente, ouviram so o outro e nem deram  a mÃ­nima pra minha resposta, parei de trabalhar com a pag seguro 
2986;As notas não saem com o nome das pessoas
2987;Acho que deveria ter uma taxa mais baixa para parcelamento.
2988;Vcs informam que se indicasse também irí­amos ganhar, mas até o momento fiz a indicação a pessoa comprou e vcs não derao nenhum retorno.
2989;Recebimentoda bandeira BANESE CARD E DEBITO NAS MAQUINAS 
2990;Taxas para parcelamento são abusivas comparadas a outras máquinas. Precisa permitir o parcelamento via estabelecimento, como nas outras máquinas
2991;Negociação para taxas em vendas a prazo, solicitei uma negociação e nunca tive retorno, oque recebi foram alguns emails oferecendo um desconto nas taxas caso atingisse um faturamento (X) oque éra praticamente o triplo da minha realidade.
2992;poder recarregar celular e bilhete unico, tenho loja
2993;Colocar recarga de celular pela maquina usando cartao 
2994;trocar por uma maquina melhor com desconto, quando eu comprei a minha wifi valia uma fortuna, hoje quero uma pró e vocês não efetuam o upgrade
2995;Colocar o valor assim que vender, e não no dia seguinte
2996;Menos taxa principalmente os parcelados.
2997;Receber de imediato.
2998;depois q ficaram a favor do PT as pessoas boicotam dizendo fazer parte da folha
2999;Antes de fazer um bloqueio de saldo a ser transferido, deveria ser avisado ao cliente para que este nao seja prejudicado com os criterios de segurança ineficiente que o pag seguro oferece,como no meu caso que mesmo tendo comprovado a venda atravez de documentaçao estou com meu saldo bloqueado ha quase um mês e até agora nao foi resolvido pela competêcia de quem faz analise!
3000;maquininha com defeito ..qd pedir ajuda nao, foi recebi muiot descaso
3001;Melhorar a central decatendimento
3002;Processo de substituição de equipamento muito lento. As maquinas dão problema frequentemente 
3003;A mudança na forma de pagar contas não gostei complicado
3004;não fazer propaganda enganosa como a recarga de celular
3005;as taxas cobradas para novos assinantes são mais baixas, do que as dos assinantes
3006;Fiz uma venda e vcs brincaram com cara, me fizeram mandar diversas vezes os mesmos documentos, e no fim, aceitariam os mesmo documento que mandei no começo. 
3007;ve.parcelada taxas altas
3008;Acho as taxas absurdas
3009;Aceitar verdecard 
3010;Atualização do relatório de vendas está defasado.
3011;Pagar contas via código de barras e abaixar os juros cobrados
3012;Pagamentos pelo aplicativo.
3013;Juros muito alto perto de outras
3014;estou tentando entrar na minha conta para incluir uma conta bancaria desde o dia 10/12/2018, ja entrei em contato com a central de atendimento por 3 vezes e ate agora ninguem resolveu o problema e todos me pediram pra aguardar 24 horas, ja aguardei 72 horas e ninguem entrou em contato e eu continuo sem conseguir entrar na minha conta. A mensagem diz "cadastro em analise, favor aguardar 24 horas".
3015;Juros muito altos 
3016;Deveriam mostrar todo valor que foram parcelado na maquininha e não somente até o mês seguinte
3017;PagSeguro não negocia taxas. Já tentei antes, mas sem resultado!
3018;Já perdi muita venda por falta de conexão. Falta sinal em várias regiões. A PagSeguro coloca a culpa na operadora de telefonia. Pra mim a culpa é da pág seguro.
3019;Todas as maquinas a cobranca e bem mais barata .debto da outra e 1% credito 2.9% e mais comprei o cartao pag seguro para um amigo demorou quaze 3 meses para liberar entao isso deixa a desejar
3020;Que volte a fazer pagamentos
3021;Aplicativo pagseguro
3022;Abaixar as taxas para o comprador
3023;% da maquina
3024;Bateria acaba muito rápido 
3025;Compre a moderninha y tem pixel queimados  ainda no consigo trocar
3026;Taxa de crédito mais baixas pq a concorrência estão melhorando
3027;Receber mesmo dia assim como a concorrente
3028;aplicativo não aparece para pagar as contas
3029;Vou desistir da máquina pois não consigo receber na conta fácil Banco do Brasil. E também não é cartão de Débito.
3030;Facilitar transferências de valores para outras contas
3031;Disponibilizar o pagamento de contas e permitir a transferência do saldo para as contas fí­sicas ou jurí­dicas. 
3032;Identificação melhor dos pagadores
3033;Aceita cartão vale alimentação e vr sem borocracia 
3034;Diminui as taxas para que o cliente compre mais sem que ele pague há mais por isso
3035;Troca de conta para recebimento não consigo alterar
3036;Precisa baixar um pouco a taxa de juro quando se trata em receber na função crédito em um dia útil 
3037;Para cada saque que custa 7,50
3038;fiz um cadastro de novo cliente com link não recebi comissao
3039; meu cadatro está como PJ. Gostaria de receber em minha conta PF. Já que sou o proprietário da empresa.
3040;Sinal Wi-Fi muito ruim já deixei de fazer várias vendas por esse motivo ( lento ou inexistênte)
3041;Nada parecido por ex: rede
3042;PRINCIPALMENTE A TAXA PARCELADO 
3043;Esta tendo muitas outras rede com taxa bem menores 
3044;não tem um número que possamos falar com um atendente real
3045;As taxas estão muito altas
3046;Bateria das das máquininas
3047;Pagar o proprietário da máquina após efetuar uma venda com cartao de chip. Sem questionar, sem inventar histórias de q ta investigando a transação e etc. Uma vez eu vendi uma moto e mandei o documento da moto e vcs disseram q o selo do cartório era falso. Eu entrei na justiça e passou uma semana antes do processo correr, vcs me pagaram. Eu fiquei sem moto pra trabalhar e sem dinheiro pra comprar outra moto, pois vcs nao me pagaram e eu ja tinha dado sinal de uma outra moto que eu tava querendo comprar. AÃ­ vcs ligaram pra mim, e pediram a fatura do cartão de crédito do cara que tinha comprado a moto. Ai eu te falo: o cara que comprou me conhecia e me deu a fatura dele pra mandar pra vcs. E se eu nao conheço o cara q vebdi a moto? Eu nao ia receber nunca? Eu ia toma no cu? Na hora vc vender vcs vendem, na hora de pagar, fica enrolando. Safadeza da porra. Por isso eu nao recomendo entendeu? Eu tive esse problema e demorou muito receber, sendo que o cartao de quem comprou a moto, era cartao do cara, no cpf do cara e a transação foi com senha dele e cartão de chip. 
3048;Hoje tem muitas maquinas sem mensalidades com taxas bem menores
3049;Poder ativar a conta do meu marido como segunda oposição 
3050;Cada transferência cobra muito alto as taxas
3051;aumentar a carga da bateria da maquininha para o triplo do tempo do que tem atualmente
3052;Atualização da Maquininha, pagando só a diferença 
3053;Tento sacar na porcaria do banco 24h o valor total ou os 300 que e o mÃ­nimo e a máquina não deixa eu fazer essa transação Ã s vezes eu preciso pagar contas com o valor que está retido e só consigo ficar gastando no crédito porque não consigo ver a grana... Ei sinceramente abrirei conta no Santander e pegar uma máquina com eles... Todos e saco cheio da Pag seguro
3054;Função pagar contas que foi retirada
3055;Bom primeiro gostaria de parabenizar pois é prático, porém as taxas são muito elevadas ficaria melhor se diminuí­sse 
3056;Nao cobrar pelo SAC de Dinheiro
3057;Configurar melhor a máquina Wifi para luminosidade possa ficar apagada quando não tiver em uso.
3058;Processo de troca de e-mail ou cnpj
3059;Passo pouquí­ssimo cartão , pq sempre está sem conexão de rede
3060;incluir cobrança através de boleto
3061;valorizar seu cliente 
3062;Manutenção no estado do cliente
3063;Pagar conta pelo app
3064;aprovação de vendas e depois bloqueio do valor
3065;O aplicativo vendas poder aceitar tbm débito
3066;só uso venda digitada. e toda hora o pagseguro bloqueia minhas transações jogando a culpa no banco emissor do cartão...
3067;Minha máquina fica tentando conectar um tal de Gprs e causa transtornos a mim e meus clientes 
3068;Pedi troca de chip e ate o presente momento nÃ¥o foi enviado o chip e estou sem ativisade da maquina.
3069;Menor taxa de juros
3070;Não deixaram aumentar o limite de 300 para mil reais para eu usar meu saldo do pagseguro para pagar outra pessoa pelo pagseguro mesmo
3071;Trocar minha máquina por outra mais avançada
3072;Fazer com q pessoa ficica aceite refeicao
3073;Conta Digital que não funciona
3074;Liberar todas as bandeiras pra qualquer empresa
3075;Ter a possibilidade de receber as vendas parcelas de forma parcelada também.
3076;Desde que comecei minha vendas não consigo recarregar meu cartão mesmo com saldo pq vcs pediram meu documento e quando enviei não liberaram né e infelizmente só estou fazendo venda e não estou usando o meu saldo e muito menos consigo transferir o valor para minha conta bancária
3077;Apresenta movimentaçao no meu cpf 
3078;Minha máquina demorou em torno de 3 meses para chegar
3079;Na d200
3080;Estou tendo diversos problemas com a PagSeguro. Até o momento não recebi minha nova Minizinha Chip. 
3081;Vendem e não dão assistência
3082;Receber o parcelado mês a mês com taxas menores como a concorrência faz!
3083;Não cobrar saque 
3084;Poder fazer a transferência do dinheiro diretamente para qualquer conta não só a da empresa com mesmo cnpj
3085;Não possuo vantagens que as de mais me oferecem!
3086;Ter atendimento diteto ao cliente e colocar taxas mais competitivas...Tenho 02 maquinas e as duas paradas
3087;Deveria liberar empréstimos para clientes antigos, e descontar nas vendas.
3088;Demora muito cair o pagamento da transferência das vendas
3089;Tem taxas melhores no mercado e a PagSeguro não negocia 
3090;dar retorno sobre chamados abertos, já abri 3 e não tive retorno de nenhum
3091;No inÃ­cio em 4 horas já estava disponÃ­vel o valor. Agora piorou muito. Pode consultar nas primeiras transferências.
3092;Ter ouvidoria para interesse dos clientes
3093;Taxas  horrí­vel 
3094;Uma assistência melhor para as máquinas fora da garantia. O reparo é o preço de uma nova , isso não existe . Impossível um padrão tampered na máquina custar o que cobram.
3095;Menores taxas 
3096;Quando eu coloco o juros para o cliente pagar, e ainda assim, descontam do meu valor, acho injusto.
3097;A taxa de crédito deveria ser mais baixa ou iqual do débito,tem maquininha cobrando apenas 1%.
3098;E a central de atendimento nao funciona precisa melhorar
3099;opção de receber compras parceladas mes a mes e nao a vista, pois as taxas sao altas demais.
3100;Paguei 900 da maquina logo tava 400 ou seja porque paguei tao caro? Poderia me compensar com alguma promoçao de taxa 
3101;abaixar a taxa de juros
3102;Telefone para contato
3103;Também sou comprador e já teve caso de pagar por algo que não recebi, o Mercado Livre me prejudicou e favoreceu um mal intensionado
3104;para vendas com valores baixos até funciona, mais se vocês  tivessem um plano diferenciado para quem trabalha com valores de mil reais para cima vcs aumentaria muito seus clientes, com juros menores tenho certeza que vocês dobraria a quantidade de clientes por que a ideia é boa só que os juros que impedem de fazermos todas as transações de vendas com vocês. bom espero que vocês reveja essa questão por que eu mesmo sou fabricante de moveis planejados meus clientes pedem para mim fazer um parcelamento eu não consigo fecha com o cliente com a taxa de juro de vocês,  ai pensa quantos estão na mesma condições que eu eu gostaria de vender tudo pela pagseguro, boa tarde obrigado!
3105;Receber Sodexo e vr
3106;Recebimento em parcelas de uma venda também parcelada
3107;Recarga de cartão 
3108;Extrato financeiro dos juros que eu paguei para pagseguros.
3109;Minha maquina é difí­cil de digitar...
3110;Disponibilizar o dinheiro na conta bancária em menos tempo quando fazemos uma transferência. 
3111;A máquina tá funcionando quase igual um agiota as taxas estão muito caras
3112;Proposta diferenciada para aquisição de mais máquinas e taxas diferenciadas para faturamento maior
3113;quando apresentamos um problema a pagseguro nos clientes não recebemos resposta como dos protocolos:631865322/632616399/636310928 até hoje esperando uma resposta, so falamos com pessoas que não são capazes de solucionar o ploblema, ficamos a merce de ninguem. meu fone é 062-3233-9466/98535-2691
3114;Juros menores
3115;Vocês não dão assistência, fiz uma reclamação já faz seis meses e a resposta parece ser programada, nunca resolvem. Cuidado com a concorrência. 
3116;Rastreamento de cada máquina utilizada para facilitar saber em qual máquina passou a venda!
3117;Taxas menores 
3118;Pagamento de contas direto do saldo
3119;Facilidade com empréstimo
3120;tive meu dinheiro confiscado em um caixa eletronico do banco 24 horas e apezar de processo judicial, com causa canha e sentença promulgada, não recebi a devolução até a presente data.
3121;pagar contas com o saldo disponÃ­vel
3122;A promoção que anuciaram quando contratei a maquinha não esta sendo comprida, pois no debito os 3 primeiro mês não ia cobrar e estão cobrando.
3123;A máquina simplesmente não tem sinal. 
3124;Sistema da máquina muito lento, a bateria dura muito pouco.
3125;Não disponibilizar os aplicativos  para todos aparelhos celulares 
3126;Nada a declarar.
3127;Suporte ao proprietário da máquina
3128;Valor da Maquinha é muito caro. Deveria ter uma maquina mais barata. 
3129;Aplicativo aceitar vendas a vista
3130;Estou puto da vida com vocês, com essas alterações de preço que fazem com as maquininhas. Lançam elas e depois derrubam METADE DO PREÃ‡O ou mais. Isso é muito injusto, principalmente com quem é cliente de vocês há muito tempo. Não conseguir alterar o CPF para CNPJ do mesmo cadastro, tendo que criar outro, usando outro email que não o principal da minha empresa é uma merda também. Vocês falam que dá pra pagar boletos usando o saldo mas não encontro o raio dessa opção, e poder transferir apenas R$300 de PS para PS também é ridÃ­culo, cobrando uma taxa absurda e ainda demorando 15 dias para ter o valor disponÃ­vel. Não ter um canal direto de atendimento também é um saco, o FAQ tá cheio de pergunta mal respondida ou pela metade. Eu recomendava muito, mas somente para quem quer receber suas vendas e passar para o banco. Quando colocamos nos detalhes, tem que melhorar para cacete. DUVIDO que alguém vá ler isso. Tchau
3131;Taxas muito altas
3132;Parar de apoiar a esquerda
3133;Vale refeição alimentação
3134;Um contato pelo WhatsApp com os clientes,ou que quer meio que funcione,o cliente quer resolver o problema e não criar mais problemas com atendimentos ineficientes.
3135;não consigo pagar contas
3136;Minha conta deu problema. E eu nao consegui ate hoje uma soluçao 
3137;Ter mais opções de parcelamento, inclusive sem juros quando vendemos em maior quantidade!! Ter um relacionamento maior com o cliente. Primeiro e-mail que recebi do pagseguro que não é tentando vender
3138;Oferecer brindes de vendas
3139;Já  mais quero utilizar o  serviço de vcs é uma das piores  máquina q ja usei .
3140;Nao cobrar taxa em parcelas 
3141;Principalmente a taxa para saque em caixas eletrônicos, R$7,50 é um valor muito alto!
3142;Sou MEI é só tenho conta pessoa fí­sica poderia ser possível transferir para qualquer conta fí­sica ou jurí­dica
3143;alteraçao nome fantasia
3144;A máquina é excelente porem as taxas são altas no parcelamento antecipado, impossibilitando que vendendo aos nossos clientes com mais vezes de parcelamento... assim nao vendemos mais... sendo que temos contato com outros vendedores, claro que vendem muito mais que a gente que tem beneficios absurdos por venderem muito, e por nao vendermos muito nao temos, e consequentemente nao iremos conseguir vender, por causa dessas taxas
3145;Minha transferencia hoje está demorando muito
3146;A troca de conta da minha máquina foi realizada, mas perdi o cartão de crédito ( que a acompanha) sem usá-lo ou ciência de que isso aconteceria. 
3147;Bateria da moderninha, viciada em pouco tempo de uso
3148;Receber valores de credito parcelado mes por mes sem.antecipar acima de 2 x .    
3149;Informações não coerente entre atendentes
3150;Dia vai baixa valor maqui ha smartfony
3151;Cobrança de taxa de transferência fora a taxa que já é cobrada tá errado primeiro chegou a data doposita logo e pronto mais não quando solicitamos ainda cobra tô chateada.
3152;Não consigo sacar na rede Cirrus e nem transferir para minha conta corrente valores. 
3153;Melhor tecnologia de sinal muito fraco
3154;Trocar minha máquina
3155;tentei uma resposta para uma pergunta minha e nao teve jeito de conseguir, que abram um canal maiis facil de comunicar
3156;Aplicativo, com mas funções, como ex
3157;Minha maquininha começou a dar problema na leitura do cartão e fica mandando inserir o cartão mesmo já estando inserido
3158;Cancelar pedido de transferência para cartão pré pago 
3159;O chip que veio junto com a máquina é horrí­vel, não funciona sem WI-FI 
3160;Taxas altas
3161;Diminuir o tempo para transferência bancária
3162;A maquina descarrega rapidamente.
3163;Aceitar cartões de alimentação para cadastro de pessoa fí­sica e não só jurí­dica...
3164;No ato ds comora , o anuncio dia eu ter o direito totalmente gratuito uma mini impressora fiz o pagamento recebi a Point Mini mas a tal impressora que seria o brinde ate hoje nada!
3165;Comprei uma plus tento passar para outra conta e não dá só perjuizo
3166;Tenho uma moderninha Pró aonde trabalho como taxista, tenho Espetinhos e faço vendas em outros segmentos como roupa, mas tenho clientes que usam cartão alimentação pra comer no meu espetinho mas não posso aceitar, esse paradigma dizendo assim não tem que existir, vocês vão receber de qualquer jeito e eu fico no prejuí­zo em não atender esses clientes.
3167;Preciso trocar minha maquininha!
3168;Mais proteção para com o vendedor em casos de má fé do comprador.
3169;Pagamento de contas pelo app
3170;O valor das vendas poderiam ser disponibilizado NA HORA na conta PagSeguro!
3171;Pessimo atendimento .. mudarao meu plano e ate agora nenhum retorno
3172;Função pagamentos de contas. Estou quase mudando de operadora por causa da função
3173;Recebe o recebimento das vendas a cartão de crédito fosse  no dia seguinte
3174;Não que as taxas sejam altas, mas poderia ser melhor principalmente no crédito
3175;Resolver problemas mais rápido como por exemplo,alteração de dados na conta do proprietário da maquininha,Pois já há alguns meses venho tentando fazer uma alteração nos dados da minha conta pagseguro e várias vezes ligo e falam que vai resolver o problema mas sempre me envia uma mensagem em meu e-mail me dizendo que preciso novamente reenviar uma foto do meu documento quando várias vezes já enviei a mesma,e a mesma já havia sido conferida pelo(a) atendente que a foto estava bem legÃ­vel. E isso está sendo absolutamente chato.!!
3176;Gostaria de receber os mesmos emails de vendas em tickets refeição que recebo sobre meus débitos e créditos para um melhor controle.
3177;O cartão da pág seguro tem problemas na hora de inserir nas máquinas dos estabelecimentos
3178;tenho uma academia e provavelmente irei implantar um sistema de pagamento reccorente mas não sei se irei colocar pelo pagseguro acho que tem muita coisa para ser melhorada nessa parte 
3179;Apresentou problemas por 2 vezes, até a máquina chegar aÃ­ e voltar o prejuí­zo é muito grande
3180;Vcs poderiam mandar uma mensagem dizendo o valor que vai ser cobrado em sima do valor de venda OBS. EU FIZ UMA VENDA DE 1.000,00 REAIS MAIS SÃ“ RECEBI 860 EU TVE PREJuíZO SE EU SOUBESSE QUE IRIA COBRAR ESSE VALOR TODO PÃ”R QUAL MOTIVO QUE FOSSE EU COBRARIA A MAIS OU IRIA VER A FORMA QUE LEVA-SE O MENOR PREJuíZO POSSÃVEL.
3181;Não cumpriram com a promoção inicial, alteraram meu plano diversas vezes sem minha autorização. Não responderam minhas solicitações ou meus protocolos conforme prometido nos atendimentos telefônicos, inclusive estou aguardando reposta.
3182;Muita burocracia para concluir uma transferência para o cartão.
3183;Esta maquininha e ótima,eu gostei muito.
3184;Bateria muito ruim, aceitar a máquina antiga como parte do pagamento por uma nova.
3185;Enviei a minha moderninha a mas de um mês e não recebi a outra , estou impossibilitado de trabalhar 
3186;Ter opção pagamento de conta pois no meu não tem essa opção 
3187;Mais facilidade no saque dos valores
3188;Qualidade da máquina, principalmente da bateria
3189;Limites limitados em cima de nosso próprio saldo ... Temos o valor preso ao Pag seguro e não podemos gastar
3190;Poder saber que máquina fes a venda no caso de mais de uma 
3191;O sinal não tá pegando.
3192;Responder aos protocolos de reclamação com informação de prazos para serem solucionados os questionamentos o que não acontece e também não se resolve dando uma solução ao problema
3193;Precisa muda as taxas .
3194;Taxa de credito parcelado para vendas faz querer desistir do contrato com a pagseguro. Outras operadorastem taxas menores nesse caso e também nao omitem
3195;Atendimento 
3196;Exigencia de notas fiscais
3197;Programa indique e ganhe é uma grande. Estou esperado a mais de 45 dias pelo meu bônus e até o momento nada.
3198;Juros para recebimento no dia seguinte de vendas parceladas é muito alto 
3199;GOSTARIA DE RECEBER ÃS VENDAS PARCELADAS E NÃƒO EM 30 DIAS
3200;Baixar mais um pouco a taxa para Cartão de crédito 
3201;Não poder estornar o valor do cartão pré-pago de volta pra conta
3202;Tenho 510 bloqueado e nao liberam fui vitima de. Golpe
3203;Bateria da máquina com baixa duração
3204;Reduzir as taxas
3205;Disponibilidade do dinheiro na hora igual ao mercado pago
3206;Não consigo pagar as minhas contas pelo app
3207;O percentual cobrado sobre o cartão de débito é absurdo de alto pois é pagamento a vista.
3208;Nada
3209;A cada venda é cobrado taxa de transferência e demora mais de 48hs pra de fato ter acesso ao dinheiro. Já perdi muita venda devido o valor de transferência que se agrega a cada venda. 
3210;Juros altos também para o parcelamento 
3211;Poderia ser criado um programa de metas de acordo com cada estabelecimento. Ultrapassada a meta a taxa de juros diminuiria.
3212;Tbm receber o dinheiro no mesmo dia! Mesmo sendo créditos
3213;Taxas no nÃ­vel de agiotagem. Aliás,  mais altas!!!
3214;O link de pagamento não abre para o cliente 
3215;Bom
3216;As taxas que vcs falam que é um e está outra totalmente diferente
3217;Ter funcionários melhor treinados 
3218;Aparte de pagamento que vcs tiraram 
3219;fazer pagamento de boleto pelo aplicativo
3220;Ter opção de filiação pelas vendas, parecido com hotmart 
3221;Melhor o aplicativo. Ele não é funcional
3222;Vocês pediram para eu enviar meu carregador completo quando a minha maquininha deu problema e não foram capazes de devolver a minha fonte. Para mim não interessa se agora a polÃ­tica é essa. Interessa o que eu contratei. Ponto. Quando eu comprei a maquininha, paguei também pelo carregador COMPLETO, e agora tenho somente o cabo.....
3223;valor que paguei a maquina e o valor hoje,  fui lesado...
3224;Quero q melhori mas 
3225;Pagamento de boleto no aplicativo
3226;Dificuldade de transferir saldo para minha conta bancaria
3227;A minha foi para garantia, porém voltou com a bateria ruim.
3228;Taxa do crédito muito alta. Demora para receber o dinheiro na conta.
3229;1. Quando o assunto é transferir para conta demora muito.  2. As taxas no débito são muito altas e poderiam ser cobradas do comprador.  3. Essa coisa de cair apenas no dia útil atrapalha demais. 
3230;conferência bancária antes de aceitar a tranferência
3231;Máquina nunca está ativa para venda e os atendentes nunca sabem nos orienta 
3232;NÃƒO SE COMPAREM COM O MERCADO. SEJAM VOCÃŠS O REFERENCIAL. MUITOS SE ESPELHAM EM VOCÃŠS PARA CRIAR UM CONCORRENTE. TAXA DE JUROS MAIS ATRATIVA COM CERTEZA AMPLIA NÃšMERO DE CLIENTES. 
3233;Para q o app aceite pagamento de boletos.pq o meu tinha essa opção e saiu depois q comprei a maquininha
3234;Tempo de carga da bateria
3235;Aceitar o Amex no dia seguinte como o mercado pago ,pagar Contas como o mercado pago coisa simples o dinheiro ficar disponÃ­vel na mesma hora como e no mercado pago essas coisas
3236;Não aprovou um pedido meu hoje, sem motivo algum, piada
3237;Fazer pagamentos pela conta
3238;Criar sistema de venda online e presencial sem taxa adicional
3239;Melhorar a modalidade de pagamento recorrente
3240;oferecer vantagens como banco cartao e cheque 
3241; O atendimento no chat não supriu  a minha dúvida entao pediram Então para que entrasse em contato muito tempo no telefone mais e  de 10 minutos sem ninguém me atender Muito tempo esperando e a ligação caiu sem sem eu ser atendida
3242;As taixas estão muito alta e a concorrência está com máquinas mais baratas com comprovante de pagamento impresso
3243;Receber o banricompras 
3244;Facilidade na hora de transferência do saldo para conta bancária. Acontecem muitos erros.
3245;Vender
3246;uma coisa que vocês perdem com relação ao mercado pago, e por isso tenho preferido trabalhar com eles, é que o dinheiro já cai na conta mercadopago imediatamente. O pagseguro o dinheiro só cai na conta no dia seguinte.
3247;Menores taxas no parcelamento
3248;Baixe as taxas 
3249;bateria não segura carga
3250;Exemplo se comparado com sumup
3251;Minha moderninha veio da troca com defeito porém só percebi quando fui usar e ao ligar me informaram que estava fora da garantia. Que teria que comprar outra máquina ou pagar o reparo.
3252;Diminuir as taxas. Os concorrentes estão mais atrativos
3253;Transferir a maquina para outro CPF/CNPJ!  Troca de titular! 
3254;minha maquina ta ruim ela nao conecta com meu celular
3255;aumentar o valor de $1.500 ao dia para a promoção 1.99% permaneça por mais tempo. Este valor eh muito baixo pra quem trabalha com vendas.
3256;Inativar a maquina por falta de uso. Podia ter uma forma de ter uso exporadico. 
3257;poderia haver formas de pagamento sem juros
3258;Estou tendo problema com a minha maquininha PagSeguro pro há vários meses e e Ã s vezes perco vendas por causa da conexãojá liguei para que se resolver esse problema e não obtive solução 
3259;Vcs serem responsáveis e não tratar o cliente como ladrão
3260;Nao tem como def visual digitar na máquina 
3261;estou esperando um valor de uma devolução de uma maquina já faz mas de 4 meses e nada táo me enrolandof
3262;Recebimento parcelado conforme foi. Exemplo em 3x - 30 60 90 
3263;Aceitar fazer recarga em celular e recarga Riocard
3264;troca das maquininhas em tempo determinado
3265;Diminuir a porcentagem das taxas cobradas
3266;Acredito que pela quantidade de clientes que imagino que vc's tenham as Tx poderiam ser menores para clientes com no minimo de 2 anos cvc's
3267;Informações inconsistentes entre os atendentes 
3268;jurus estraterestre
3269;Ter um telefone para podermos entrar em contato
3270;Conta poupança
3271;É abevia o CPF ele está saindo completo na nota do cliente 
3272;Aceitar Bandeira da SoroCred e Cartão Mais, pois já perdi venda devido a falta destas bandeiras.
3273;Solicitação empréstimo não atendido e sem justificativa
3274;Saque limitado a R$ 1.000,00
3275;agilidade na comunicação de confirmação de venda para o email cadastrado. As vezes ficamos sem saber se a venda foi concluí­da pois demora pra chegar o email.
3276;Tirem a taxa do parcelado e paguem as parcelas mensalmente aos seus clientes
3277;Que tirassem meu nome do visor da maquininha
3278;Baixar as taxas de cobranças
3279;A máquina da muito defeito
3280;Tudo q já foi clicado 
3281;Oi
3282;Troca de máquina, pois temos necessidades para atender pessoas com deficiência visual. O valor da taxa muito alta.
3283;Honestidade com o cliente dizer e fazer o diz.
3284;Conseguir entrar em contato 
3285;O dinheiro das vendas ser liberado no mesmo dia
3286;Ter juros menor
3287;Ter o direito de vender parcelado e receber parcelado.
3288;Quando houver mudanças nos planos com máquinas mas modernas que fosse ofertado para quem já possui uma versão antiga 
3289;fazer pagamentos pelo aplicativobancário
3290;Bateria das máquinas é uma porcaria.
3291;Máquina internacional uso de outras moedas extrangeiras 
3292;As taxas de juros 
3293;Resolver problemas com rapidez
3294;não consigo fazer o empréstimo com vcs
3295;Demora no atendimento
3296;processo de validar Sim Card, Nunca funciona de primeira vez que recebo o meu chip!!!!!!
3297;Já tem dois meses que não recebo meu dinheiro (segurança medÃ­ocre que só funciona quando não é para funciona)
3298;Retornar Ã s ligações quando não finaliza o atendimento. 
3299;Receber o dinheiro na hora na conta do PagSeguro, e cair no outro dia na conta bancária assim que for solicitada a transferência.
3300;Deixar de prejudicar os clientes. Comprei uma minizinha chip por 12 x de 20,00 e agora depois de uma semana ela está custando 12 de 9,99.
3301;Nós clientes não segurança nenhuma trabalhando com vocês. O banco contesta as vendas e nós que pagamos as taxas para vocês, damos lucros, ficamos no prejuí­zo. 
3302;Carregador horrí­vel da moderninha.
3303;Cobrar taxa de parcelas somente para o comprador  
3304;facil cadastro junto operadoras de alimentação
3305;instabilidade no funcionamento da maquina
3306;Ela demora para concluir a venda  e em certos locais fica processando e Não sai disso já perdi venda por causa disso
3307;informações atualizadas sobre taxas por email com exemplos. Como compra no valor de R$100,00 qto recebemos em caso de parcelar em 3X
3308;Taxas muita alta, poderiam reduzi-las
3309;Maquina buga ai tem que tirar a bateria 
3310;Boa Tarde outra questão quero deixar e a demora na análise dos documento demora demais 5 dias úteis.
3311;TÃ­nhamos que ter um contato direto com vocês
3312;Não gostei do serviço! 
3313;bloquei de saldo mesmo com a venda aprovada ? porque ?
3314;Que o valor da venda caia seja disponibilizado para retirada na conta bancária em um dia exemplo realizando a venda hoje ,hoje mesmo poderia transferir para conta bancária e retirar amanhÃ£ 
3315;Deveria haver um inssentivo como desconto na troca na aquisição de uma nova máquina.
3316;Estou há meses com problema com a cobrança indevida de tarifas e até agora ninguém solucionou o problema!
3317;sempre temos que melhorar, e tenho certeza que vcse trabalham pra isso, obrigado! 
3318;O estorno do dinheiro tem que acontecer no mesmo dia 
3319;Um telefone pelo menos 4004 ou 3003 gosto de falar nada de chat
3320;Sodexo, ticket etc...
3321;Um chat online de atendimento
3322;qualidade da minizinha
3323;Não consigo falar com vcs, não há telefone e aquele sistema de robo é falho
3324;Taxa de 7,50 por saque é muito alta 
3325;Agilidade na entrega da máquina.
3326;CLIENTE QUE  FAZ USO DA MAQUINETA A MAIS DE 3 ANOS RECEBER UMA MAQUINA ATUALIZADA
3327;Mudança de taxa  de vendedor/comprador, não consigo mudar.
3328;Muita demorado pra receber as confirmações e os depósitos
3329;Vender parcelado com opção de não antecipar as parcelas, como as outras operadoras.  E poder transferir para conta bancária que não é minha.
3330;banescad - banco banestes
3331;Pagamentos de contas 
3332;Outras operadoras oferecem taxas menores 
3333;Desconta do cliente e depois de mim na hora de receber
3334;Respeito
3335;Comeram meu dinheiro 2 vezes e nao tenho retorno
3336;Taxa de parcelamento muito alta 
3337;Calculadora das taxas no aplicativo, recibo para o celular do cliente
3338;A maquina minha só fica procurando e falta de GPS
3339;Cobra muito juros do vendedor e do comprador absurdo
3340;Aceitação de débito para quem não usa máquina. Poder alterar dados da conta (tive problemas com a minha e não posso mudar, metade dos dados são meus e metade do meu marido)
3341;deveria ter o direito de receber o parcelado mensalmente e nao tudo antecipado, pois o juros fica muito alto e acaba inviabilizando o negocio, sendo que isso poderia resolver deixando uma opcao para receber mensal ou antecipar 
3342;si eu faco compra de 350 faco em 3x recebo 300 e meio ruim 
